capability_id,module,block,source_key,projection,projection_id,semantic_role,line_start,line_end,a2_role,a2_confidence
CAP.OCCUPATION_QUALIFICATION,1,conflict_qualification_gate,load,SCHEMA,SCHEMA.M01.CONFLICT_QUALIFICATION_GATE.LOAD,source_field,156,156,,
CAP.OCCUPATION_QUALIFICATION,1,conflict_qualification_gate,require,SCHEMA,SCHEMA.M01.CONFLICT_QUALIFICATION_GATE.REQUIRE,unknown_require_role,157,166,criteria,high
CAP.OCCUPATION_QUALIFICATION,1,conflict_qualification_gate,rule,RULE,RULE.M01.CONFLICT_QUALIFICATION_GATE.RULE,unresolved_rule,167,167,atomic_rule,high
CAP.OCCUPATION_QUALIFICATION,2,legal_qualification_status,@block,SCHEMA,SRCFRAG.M02.LEGAL_QUALIFICATION_STATUS,source_fragment,123,140,,
CAP.OCCUPATION_QUALIFICATION,2,legal_qualification_status,levels,SCHEMA,SCHEMA.M02.LEGAL_QUALIFICATION_STATUS.LEVELS,declared_structure,124,132,,
CAP.OCCUPATION_QUALIFICATION,2,legal_qualification_status,require,SCHEMA,SCHEMA.M02.LEGAL_QUALIFICATION_STATUS.REQUIRE,unknown_require_role,133,133,criteria,high
CAP.OCCUPATION_QUALIFICATION,2,legal_qualification_status,rules[0],RULE,RULE.M02.LEGAL_QUALIFICATION_STATUS.RULES_01,unresolved_rule,134,140,atomic_rule,high
CAP.OCCUPATION_QUALIFICATION,2,legal_qualification_status,rules[1],RULE,RULE.M02.LEGAL_QUALIFICATION_STATUS.RULES_02,unresolved_rule,134,140,atomic_rule,high
CAP.OCCUPATION_QUALIFICATION,2,legal_qualification_status,rules[2],RULE,RULE.M02.LEGAL_QUALIFICATION_STATUS.RULES_03,unresolved_rule,134,140,literal_implication,high
CAP.OCCUPATION_QUALIFICATION,2,legal_qualification_status,rules[3],RULE,RULE.M02.LEGAL_QUALIFICATION_STATUS.RULES_04,unresolved_rule,134,140,atomic_rule,high
CAP.OCCUPATION_QUALIFICATION,8,occupation_gate,@block,SCHEMA,SRCFRAG.M08.OCCUPATION_GATE,source_fragment,62,70,,
CAP.OCCUPATION_QUALIFICATION,8,occupation_gate,ask,SCHEMA,SCHEMA.M08.OCCUPATION_GATE.ASK,unknown_ask_role,63,68,unordered_probe,high
CAP.OCCUPATION_QUALIFICATION,8,occupation_gate,rule,RULE,RULE.M08.OCCUPATION_GATE.RULE,unresolved_rule,69,69,atomic_rule,high
CAP.OBSERVABLE_COMPILATION,2,detection_audit,@block,SCHEMA,SRCFRAG.M02.DETECTION_AUDIT,source_fragment,61,75,,
CAP.OBSERVABLE_COMPILATION,2,detection_audit,require,SCHEMA,SCHEMA.M02.DETECTION_AUDIT.REQUIRE,unknown_require_role,62,73,criteria,high
CAP.OBSERVABLE_COMPILATION,2,detection_audit,rule,RULE,RULE.M02.DETECTION_AUDIT.RULE,unresolved_rule,74,74,compound_unresolved,unresolved
CAP.OBSERVABLE_COMPILATION,9,visual_ir,@block,SCHEMA,SRCFRAG.M09.VISUAL_IR,source_fragment,30,37,,
CAP.OBSERVABLE_COMPILATION,9,visual_ir,fields,SCHEMA,SCHEMA.M09.VISUAL_IR.FIELDS,declared_structure,31,36,,
CAP.OBSERVABLE_COMPILATION,9,observable_compiler,@block,SCHEMA,SRCFRAG.M09.OBSERVABLE_COMPILER,source_fragment,39,42,,
CAP.OBSERVABLE_COMPILATION,9,observable_compiler,rule,RULE,RULE.M09.OBSERVABLE_COMPILER.RULE,unresolved_rule,40,40,atomic_rule,high
CAP.OBSERVABLE_COMPILATION,9,observable_compiler,fence,RULE,RULE.M09.OBSERVABLE_COMPILER.FENCE,unresolved_rule,41,41,literal_implication,high
CAP.OBSERVABLE_COMPILATION,10,verb_test,@block,SCHEMA,SRCFRAG.M10.VERB_TEST,source_fragment,86,89,,
CAP.OBSERVABLE_COMPILATION,10,verb_test,verbs,SCHEMA,SCHEMA.M10.VERB_TEST.VERBS,source_field,87,87,,
CAP.OBSERVABLE_COMPILATION,10,verb_test,run,PROCEDURE,PROC.M10.VERB_TEST.RUN,run_sequence,88,88,ordered_procedure,high
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,4,documentary_transmission,@block,SCHEMA,SRCFRAG.M04.DOCUMENTARY_TRANSMISSION,source_fragment,17,20,,
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,4,documentary_transmission,chain,SCHEMA,SCHEMA.M04.DOCUMENTARY_TRANSMISSION.CHAIN,source_field,18,18,,
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,4,documentary_transmission,rule,RULE,RULE.M04.DOCUMENTARY_TRANSMISSION.RULE,unresolved_rule,19,19,atomic_rule,high
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,10,source_environment_drill,@block,SCHEMA,SRCFRAG.M10.SOURCE_ENVIRONMENT_DRILL,source_fragment,74,84,,
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,10,source_environment_drill,run,PROCEDURE,PROC.M10.SOURCE_ENVIRONMENT_DRILL.RUN,run_sequence,75,83,ordered_procedure,high
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,16,source_passport,@block,SCHEMA,SRCFRAG.M16.SOURCE_PASSPORT,source_fragment,13,31,,
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,16,source_passport,fields,SCHEMA,SCHEMA.M16.SOURCE_PASSPORT.FIELDS,declared_structure,14,29,,
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,16,source_passport,rule,RULE,RULE.M16.SOURCE_PASSPORT.RULE,unresolved_rule,30,30,literal_implication,high
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,16,source_family_map,@block,SCHEMA,SRCFRAG.M16.SOURCE_FAMILY_MAP,source_fragment,42,54,,
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,16,source_family_map,families,SCHEMA,SCHEMA.M16.SOURCE_FAMILY_MAP.FAMILIES,source_field,43,52,,
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,16,source_family_map,rule,RULE,RULE.M16.SOURCE_FAMILY_MAP.RULE,unresolved_rule,53,53,atomic_rule,high
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,16,false_plurality,@block,SCHEMA,SRCFRAG.M16.FALSE_PLURALITY,source_fragment,88,95,,
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,16,false_plurality,ask,SCHEMA,SCHEMA.M16.FALSE_PLURALITY.ASK,unknown_ask_role,89,93,unordered_probe,high
CAP.SOURCE_ENVIRONMENT_ASSESSMENT,16,false_plurality,rule,RULE,RULE.M16.FALSE_PLURALITY.RULE,unresolved_rule,94,94,atomic_rule,high
CAP.TRANSLATION_RISK_ASSESSMENT,16,language_audit,@block,SCHEMA,SRCFRAG.M16.LANGUAGE_AUDIT,source_fragment,56,67,,
CAP.TRANSLATION_RISK_ASSESSMENT,16,language_audit,ask,SCHEMA,SCHEMA.M16.LANGUAGE_AUDIT.ASK,unknown_ask_role,57,65,unordered_probe,high
CAP.TRANSLATION_RISK_ASSESSMENT,16,language_audit,rule,RULE,RULE.M16.LANGUAGE_AUDIT.RULE,unresolved_rule,66,66,atomic_rule,high
CAP.TRANSLATION_RISK_ASSESSMENT,16,translation_gate,@block,SCHEMA,SRCFRAG.M16.TRANSLATION_GATE,source_fragment,79,86,,
CAP.TRANSLATION_RISK_ASSESSMENT,16,translation_gate,ask,SCHEMA,SCHEMA.M16.TRANSLATION_GATE.ASK,unknown_ask_role,80,84,unordered_probe,high
CAP.TRANSLATION_RISK_ASSESSMENT,16,translation_gate,rule,RULE,RULE.M16.TRANSLATION_GATE.RULE,unresolved_rule,85,85,atomic_rule,high
CAP.MEDIA_POWER_ASSESSMENT,10,source_environment_drill,@block,SCHEMA,SRCFRAG.M10.SOURCE_ENVIRONMENT_DRILL,source_fragment,74,84,,
CAP.MEDIA_POWER_ASSESSMENT,10,source_environment_drill,run,PROCEDURE,PROC.M10.SOURCE_ENVIRONMENT_DRILL.RUN,run_sequence,75,83,ordered_procedure,high
CAP.MEDIA_POWER_ASSESSMENT,16,media_power,@block,SCHEMA,SRCFRAG.M16.MEDIA_POWER,source_fragment,97,113,,
CAP.MEDIA_POWER_ASSESSMENT,16,media_power,layers,SCHEMA,SCHEMA.M16.MEDIA_POWER.LAYERS,source_field,98,104,,
CAP.MEDIA_POWER_ASSESSMENT,16,media_power,ask,SCHEMA,SCHEMA.M16.MEDIA_POWER.ASK,unknown_ask_role,105,111,unordered_probe,high
CAP.MEDIA_POWER_ASSESSMENT,16,media_power,rule,RULE,RULE.M16.MEDIA_POWER.RULE,unresolved_rule,112,112,atomic_rule,high
CAP.MEDIA_POWER_ASSESSMENT,16,media_robust_test,@block,SCHEMA,SRCFRAG.M16.MEDIA_ROBUST_TEST,source_fragment,115,127,,
CAP.MEDIA_POWER_ASSESSMENT,16,media_robust_test,ask,SCHEMA,SCHEMA.M16.MEDIA_ROBUST_TEST.ASK,unknown_ask_role,116,126,unordered_probe,high
CAP.EXTRACTION_MAPPING,17,structural_power,@block,SCHEMA,SRCFRAG.M17.STRUCTURAL_POWER,source_fragment,5,13,,
CAP.EXTRACTION_MAPPING,17,structural_power,definition,SCHEMA,SCHEMA.M17.STRUCTURAL_POWER.DEFINITION,source_field,6,6,,
CAP.EXTRACTION_MAPPING,17,structural_power,rules[0],RULE,RULE.M17.STRUCTURAL_POWER.RULES_01,unresolved_rule,7,12,atomic_rule,high
CAP.EXTRACTION_MAPPING,17,structural_power,rules[1],RULE,RULE.M17.STRUCTURAL_POWER.RULES_02,unresolved_rule,7,12,atomic_rule,high
CAP.EXTRACTION_MAPPING,17,structural_power,rules[2],RULE,RULE.M17.STRUCTURAL_POWER.RULES_03,unresolved_rule,7,12,atomic_rule,high
CAP.EXTRACTION_MAPPING,17,structural_power,rules[3],RULE,RULE.M17.STRUCTURAL_POWER.RULES_04,unresolved_rule,7,12,atomic_rule,high
CAP.EXTRACTION_MAPPING,17,structure_evidence,@block,SCHEMA,SRCFRAG.M17.STRUCTURE_EVIDENCE,source_fragment,15,27,,
CAP.EXTRACTION_MAPPING,17,structure_evidence,require,SCHEMA,SCHEMA.M17.STRUCTURE_EVIDENCE.REQUIRE,unknown_require_role,16,25,criteria,high
CAP.EXTRACTION_MAPPING,17,structure_evidence,rule,RULE,RULE.M17.STRUCTURE_EVIDENCE.RULE,unresolved_rule,26,26,literal_implication,high
CAP.EXTRACTION_MAPPING,17,extraction_map,@block,SCHEMA,SRCFRAG.M17.EXTRACTION_MAP,source_fragment,29,41,,
CAP.EXTRACTION_MAPPING,17,extraction_map,ask,SCHEMA,SCHEMA.M17.EXTRACTION_MAP.ASK,unknown_ask_role,30,39,unordered_probe,high
CAP.EXTRACTION_MAPPING,17,extraction_map,rule,RULE,RULE.M17.EXTRACTION_MAP.RULE,unresolved_rule,40,40,atomic_rule,high
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,5,privilege_reconfiguration,@block,SCHEMA,SRCFRAG.M05.PRIVILEGE_RECONFIGURATION,source_fragment,32,46,,
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,5,privilege_reconfiguration,track,SCHEMA,SCHEMA.M05.PRIVILEGE_RECONFIGURATION.TRACK,source_field,33,44,,
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,5,privilege_reconfiguration,rule,RULE,RULE.M05.PRIVILEGE_RECONFIGURATION.RULE,unresolved_rule,45,45,literal_implication,high
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,17,privilege_conversion,@block,SCHEMA,SRCFRAG.M17.PRIVILEGE_CONVERSION,source_fragment,43,54,,
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,17,privilege_conversion,examples,SCHEMA,SCHEMA.M17.PRIVILEGE_CONVERSION.EXAMPLES,source_field,44,51,,
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,17,privilege_conversion,statement,SCHEMA,SCHEMA.M17.PRIVILEGE_CONVERSION.STATEMENT,source_field,52,52,,
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,17,privilege_conversion,test,SCHEMA,SCHEMA.M17.PRIVILEGE_CONVERSION.TEST,source_field,53,53,,
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,17,self_reversal,@block,SCHEMA,SRCFRAG.M17.SELF_REVERSAL,source_fragment,144,151,,
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,17,self_reversal,ask,SCHEMA,SCHEMA.M17.SELF_REVERSAL.ASK,unknown_ask_role,145,149,unordered_probe,high
CAP.PRIVILEGE_CONVERSION_ASSESSMENT,17,self_reversal,rule,RULE,RULE.M17.SELF_REVERSAL.RULE,unresolved_rule,150,150,atomic_rule,high
CAP.FICTION_MECHANISM_TRANSFORMATION,10,concept_creation_gate,@block,SCHEMA,SRCFRAG.M10.CONCEPT_CREATION_GATE,source_fragment,96,99,,
CAP.FICTION_MECHANISM_TRANSFORMATION,10,concept_creation_gate,require,SCHEMA,SCHEMA.M10.CONCEPT_CREATION_GATE.REQUIRE,unknown_require_role,97,97,criteria,high
CAP.FICTION_MECHANISM_TRANSFORMATION,10,concept_creation_gate,public_rule,RULE,RULE.M10.CONCEPT_CREATION_GATE.PUBLIC_RULE,unresolved_rule,98,98,atomic_rule,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,pre_generation_gate,@block,SCHEMA,SRCFRAG.M18.PRE_GENERATION_GATE,source_fragment,14,23,,
CAP.FICTION_MECHANISM_TRANSFORMATION,18,pre_generation_gate,ask,SCHEMA,SCHEMA.M18.PRE_GENERATION_GATE.ASK,unknown_ask_role,15,21,unordered_probe,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,pre_generation_gate,rule,RULE,RULE.M18.PRE_GENERATION_GATE.RULE,unresolved_rule,22,22,compound_unresolved,unresolved
CAP.FICTION_MECHANISM_TRANSFORMATION,18,form_transformation,@block,SCHEMA,SRCFRAG.M18.FORM_TRANSFORMATION,source_fragment,54,74,,
CAP.FICTION_MECHANISM_TRANSFORMATION,18,form_transformation,vary_any,SCHEMA,SCHEMA.M18.FORM_TRANSFORMATION.VARY_ANY,source_field,55,66,,
CAP.FICTION_MECHANISM_TRANSFORMATION,18,form_transformation,require,SCHEMA,SCHEMA.M18.FORM_TRANSFORMATION.REQUIRE,unknown_require_role,67,72,criteria,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,form_transformation,rule,RULE,RULE.M18.FORM_TRANSFORMATION.RULE,unresolved_rule,73,73,literal_implication,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,idea_costume_test,@block,SCHEMA,SRCFRAG.M18.IDEA_COSTUME_TEST,source_fragment,76,85,,
CAP.FICTION_MECHANISM_TRANSFORMATION,18,idea_costume_test,ask,SCHEMA,SCHEMA.M18.IDEA_COSTUME_TEST.ASK,unknown_ask_role,77,83,unordered_probe,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,idea_costume_test,rule,RULE,RULE.M18.IDEA_COSTUME_TEST.RULE,unresolved_rule,84,84,compound_unresolved,unresolved
CAP.FICTION_MECHANISM_TRANSFORMATION,18,draft_audit,@block,SCHEMA,SRCFRAG.M18.DRAFT_AUDIT,source_fragment,106,120,,
CAP.FICTION_MECHANISM_TRANSFORMATION,18,draft_audit,ask,SCHEMA,SCHEMA.M18.DRAFT_AUDIT.ASK,unknown_ask_role,107,118,unordered_probe,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,draft_audit,rule,RULE,RULE.M18.DRAFT_AUDIT.RULE,unresolved_rule,119,119,literal_implication,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,gravity_test,@block,SCHEMA,SRCFRAG.M18.GRAVITY_TEST,source_fragment,156,171,,
CAP.FICTION_MECHANISM_TRANSFORMATION,18,gravity_test,ask,SCHEMA,SCHEMA.M18.GRAVITY_TEST.ASK,unknown_ask_role,157,163,unordered_probe,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,gravity_test,fail,SCHEMA,SCHEMA.M18.GRAVITY_TEST.FAIL,source_field,164,169,,
CAP.FICTION_MECHANISM_TRANSFORMATION,18,gravity_test,fence,RULE,RULE.M18.GRAVITY_TEST.FENCE,unresolved_rule,170,170,atomic_rule,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,pre_delivery_non_regression,@block,SCHEMA,SRCFRAG.M18.PRE_DELIVERY_NON_REGRESSION,source_fragment,173,182,,
CAP.FICTION_MECHANISM_TRANSFORMATION,18,pre_delivery_non_regression,require,SCHEMA,SCHEMA.M18.PRE_DELIVERY_NON_REGRESSION.REQUIRE,unknown_require_role,174,180,criteria,high
CAP.FICTION_MECHANISM_TRANSFORMATION,18,pre_delivery_non_regression,rule,RULE,RULE.M18.PRE_DELIVERY_NON_REGRESSION.RULE,unresolved_rule,181,181,compound_unresolved,unresolved
CAP.VISUAL_SCENE_COMPILATION,9,pipeline,@block,SCHEMA,SRCFRAG.M09.PIPELINE,source_fragment,5,7,,
CAP.VISUAL_SCENE_COMPILATION,9,pipeline,run,PROCEDURE,PROC.M09.PIPELINE.RUN,run_sequence,6,6,ordered_procedure,high
CAP.VISUAL_SCENE_COMPILATION,9,medium_test,@block,SCHEMA,SRCFRAG.M09.MEDIUM_TEST,source_fragment,21,28,,
CAP.VISUAL_SCENE_COMPILATION,9,medium_test,route,SCHEMA,SCHEMA.M09.MEDIUM_TEST.ROUTE,source_field,22,27,,
CAP.VISUAL_SCENE_COMPILATION,9,visual_ir,@block,SCHEMA,SRCFRAG.M09.VISUAL_IR,source_fragment,30,37,,
CAP.VISUAL_SCENE_COMPILATION,9,visual_ir,fields,SCHEMA,SCHEMA.M09.VISUAL_IR.FIELDS,declared_structure,31,36,,
CAP.VISUAL_SCENE_COMPILATION,9,prompt_hypotheses,@block,SCHEMA,SRCFRAG.M09.PROMPT_HYPOTHESES,source_fragment,44,47,,
CAP.VISUAL_SCENE_COMPILATION,9,prompt_hypotheses,require,SCHEMA,SCHEMA.M09.PROMPT_HYPOTHESES.REQUIRE,unknown_require_role,45,45,obligation,medium
CAP.VISUAL_SCENE_COMPILATION,9,prompt_hypotheses,types,SCHEMA,SCHEMA.M09.PROMPT_HYPOTHESES.TYPES,declared_structure,46,46,,
CAP.CHANGE_VALIDATION,12,change_status,@block,SCHEMA,SRCFRAG.M12.CHANGE_STATUS,source_fragment,16,34,,
CAP.CHANGE_VALIDATION,12,change_status,levels,SCHEMA,SCHEMA.M12.CHANGE_STATUS.LEVELS,declared_structure,17,26,,
CAP.CHANGE_VALIDATION,12,change_status,rules[0],RULE,RULE.M12.CHANGE_STATUS.RULES_01,unresolved_rule,27,33,atomic_rule,high
CAP.CHANGE_VALIDATION,12,change_status,rules[1],RULE,RULE.M12.CHANGE_STATUS.RULES_02,unresolved_rule,27,33,atomic_rule,high
CAP.CHANGE_VALIDATION,12,change_status,rules[2],RULE,RULE.M12.CHANGE_STATUS.RULES_03,unresolved_rule,27,33,atomic_rule,high
CAP.CHANGE_VALIDATION,12,change_status,rules[3],RULE,RULE.M12.CHANGE_STATUS.RULES_04,unresolved_rule,27,33,atomic_rule,high
CAP.CHANGE_VALIDATION,12,change_status,rules[4],RULE,RULE.M12.CHANGE_STATUS.RULES_05,unresolved_rule,27,33,atomic_rule,high
CAP.CHANGE_VALIDATION,12,self_modification_guard,@block,SCHEMA,SRCFRAG.M12.SELF_MODIFICATION_GUARD,source_fragment,67,77,,
CAP.CHANGE_VALIDATION,12,self_modification_guard,ask,SCHEMA,SCHEMA.M12.SELF_MODIFICATION_GUARD.ASK,unknown_ask_role,68,75,unordered_probe,high
CAP.CHANGE_VALIDATION,12,self_modification_guard,rule,RULE,RULE.M12.SELF_MODIFICATION_GUARD.RULE,unresolved_rule,76,76,literal_implication,high
CAP.CHANGE_VALIDATION,12,change_protocol,@block,SCHEMA,SRCFRAG.M12.CHANGE_PROTOCOL,source_fragment,79,96,,
CAP.CHANGE_VALIDATION,12,change_protocol,run,PROCEDURE,PROC.M12.CHANGE_PROTOCOL.RUN,run_sequence,80,94,ordered_procedure,high
CAP.CHANGE_VALIDATION,12,change_protocol,rule,RULE,RULE.M12.CHANGE_PROTOCOL.RULE,unresolved_rule,95,95,atomic_rule,high
CAP.CHANGE_VALIDATION,13,static_checks,@block,SCHEMA,SRCFRAG.M13.STATIC_CHECKS,source_fragment,31,37,,
CAP.CHANGE_VALIDATION,13,verdict,@block,SCHEMA,SRCFRAG.M13.VERDICT,source_fragment,39,43,,
CAP.CHANGE_VALIDATION,13,verdict,status,SCHEMA,SCHEMA.M13.VERDICT.STATUS,source_field,40,40,,
CAP.CHANGE_VALIDATION,13,verdict,not_established,SCHEMA,SCHEMA.M13.VERDICT.NOT_ESTABLISHED,source_field,41,41,,
CAP.CHANGE_VALIDATION,13,verdict,condition_activation,SCHEMA,SCHEMA.M13.VERDICT.CONDITION_ACTIVATION,source_field,42,42,,
